matched_company,family_id,publication_number,earliest_date,assignee,title,country_code,cpc_codes
ASML,57442676,IL-259268-B,20170622,ASML NETHERLANDS BV,Optical metrology of lithographic processes using asymmetric sub-resolution features to enhance measurement,IL,G06N7/01;G06N7/01;G06F30/20;G03F7/70625;G03F7/70508;G01N2201/127;G06F17/18;G06N20/00;G03F7/70625;G06F2111/10;G06F30/20;G03F7/70616;G03F7/70625;G03F1/20;G03F7/2004;G03F7/2002;G03F7/70625;G03F7/2002;G03F7/2004;G06F30/20;G01N21/4785;G03F7/70616;G01N21/4785;G06N20/00;G01N2201/127;G06F2111/10;G03F7/70633;G03F7/70633;G03F7/70633;G03F7/70616;G06F17/18;G06N20/00;G03F7/2004;G01N2201/127;G01N21/4785;G03F7/70633;G06F17/18;G06N7/01
ASML,55182318,US-2021255548-A1,20160818,ASML NETHERLANDS BV,Process variability aware adaptive inspection and metrology,US,G06N20/00;G03F7/7065;G03F7/7065;G06F30/20;G03F7/70641;G03F1/84;G03F7/705;G06F30/398;G03F7/70525;G03F7/705;G06N20/00;G03F7/70525;G06F2119/18;G03F1/60;G03F7/70666;G06N20/00;G03F7/705;G03F7/7065;G03F7/70666;G03F7/70525;G06F30/398;G03F7/70641;G06F30/20;G03F1/84;G03F1/60
ASML,53268803,US-9507907-B2,20151210,ASML NETHERLANDS BV,Computational wafer inspection,US,H10P74/23;G06N7/01;G03F7/7065;G06F30/20;G03F7/705;G06F30/20;G03F7/7065;G03F7/7065;G03F7/70525;G03F7/705;G06F30/398;G06F30/398;G03F7/70525;G03F7/70525;H10P74/23;H01L22/20;G03F7/705;G03F7/70525;G06F17/5009;G03F7/7065;G06F17/5081;G03F7/705;G06N7/01;G06F30/20;G06F30/398;G03F7/7065;G03F7/705;G03F7/70525;H10P74/23
ASML,51905062,US-11119414-B2,20150625,ASML NETHERLANDS BV,Yield estimation and control,US,G06N7/01;G03F7/706837;G03F7/7065;G03F7/70508;G03F7/705;G03F7/70525;G06N20/00;G03F7/705;G06N20/00;G06F30/367;G03F7/70525;G03F7/70525;G03F7/705;G06N7/005;G06F30/367;G03F7/705;G03F7/70525;G06N20/00
Applied Materials,92460464,TW-202509692-A,20240829,APPLIED MATERIALS INC,Methods and mechanisms for modifying machine-learning models for new semiconductor processing equipment,TW,H10P72/04;G03F7/70516;G05B2219/2602;G06N3/096;G06N3/045;G05B13/041;G03F7/705;G06N20/00;G06F30/27;G06F30/392;G03F7/705;G05B13/048;G03F7/70516
Applied Materials,92304470,TW-202507548-A,20240822,APPLIED MATERIALS ISRAEL LTD,Machine learning based yield prediction,TW,H10P72/0616;H10P74/23;H10P74/203;H10P72/0616;H10P72/0604;H10P72/0616;H10P74/20;G06N3/04;G06T2207/30148;G06T2207/20081;G06T2207/10061;G06N3/082;H01J2237/24578;H01J37/222;H01J37/28;G06F30/347;G06F30/27;G06T7/001;G06N3/082;G06N3/04;G06T2207/20084;G06T2207/20081;G06T2207/30148;G06N3/08;G06T7/0004;G06T7/001;G06N20/20;H10P74/23
Applied Materials,81579952,TW-I852457-B,20231012,APPLIED MATERIALS INC,"Methods and apparatuses for identifying defective electrical connections, and methods for generating a trained computational model",TW,H10P74/203;H10P74/23;H10P74/207;G01R31/305;G01R31/66;G06N20/00;G01R31/2812;G01R31/2896;G01R31/2862;G01R31/2853;G01R31/306;G01R31/307;G01R31/2812;G01R31/2853;G01R31/306;G01R31/307
Applied Materials,85177843,WO-2023022999-A1,20230216,APPLIED MATERIALS INC,Using defect models to estimate defect risk and optimize process recipes,WO,G06N3/09;G06N20/20;Y02P90/02;G06F2119/02;G06F2111/08;G05B2219/32018;G05B2219/32015;G05B2219/32324;G05B2219/32096;G05B2219/32097;G06F30/27;G05B19/41865;G05B19/41885;G05B2219/32324;G05B2219/32097;G05B2219/32096;G05B2219/32018;G05B2219/32015;G05B19/41885;G05B19/41865;G06F2119/02;G06F30/27;G06F2111/08
Applied Materials,85153888,US-12242789-B2,20230209,APPLIED MATERIALS INC,Overlaying on locally dispositioned patterns by ML based dynamic digital corrections (ML-DDC),US,H10P72/50;H10W72/00;H10P74/203;G06N20/00;G06N20/00;G06N5/01;G06N3/088;G06N3/09;G03F7/70433;G03F7/70291;G06F30/392;G06F30/392;G03F7/70616;H01L21/68;G06N20/00;G06F30/392
Applied Materials,82801169,CN-116830254-A,20220818,APPLIED MATERIALS INC,"Component, sensor and metrology data integration",CN,G01N33/0095;G01N33/00;G05B19/41875;G05B2219/45031;G05B13/0205;G06N3/084;G06N20/00;G01N33/00;G06F30/398;G06F2119/22;G05B2219/32179;G05B2219/45031;G05B2219/31264;G06F2119/18;G05B19/41875;G05B13/0205;G06N3/084;G06N20/00;G01N33/00;G06F30/398;G05B2219/32179;G05B2219/45031;G05B2219/31264;G06F2119/22;G06F2119/18;Y02P90/02;G01N33/0095;G01N33/0095
Applied Materials,77061713,US-11360030-B2,20220614,APPLIED MATERIALS ISRAEL LTD,Selecting a coreset of potential defects for estimating expected defects of interest,US,G06V20/69;G06V10/70;G06V10/993;G06F18/21;G06V10/70;G06V10/993;G06N3/09;G06N3/091;G06T2207/30148;G06T2207/20084;G06T2207/20081;G06T2207/10004;G01N2021/8883;G01N2021/8854;G06N3/08;G06N3/04;G06V20/69;G06V10/993;G06V10/82;G06V10/70;G06F30/27;G06F18/21;G06T5/60;G06T7/0004;G06T2207/20084;G06N3/08;G06F30/27;G06T7/0004;G01N21/8851;G01N2021/8854;G01N21/8851;G06T2207/10004;G06V20/69;G01N21/8851;G01N2021/8854;G01N2021/8858;G06T2207/30148;G01N2021/8883;G06T2207/20081;G06K9/62;G01N21/8851;G06F30/27;G01N2021/8854;G06V10/764;G06V10/82;G06V10/762;G06N3/04
Applied Materials,79031273,TW-I874659-B,20211230,APPLIED MATERIALS ISRAEL LTD,Segmentation of an image of a semiconductor specimen,TW,G06N3/09;G06N3/0464;G06F30/27;G06F17/18;G06N20/00;G06T2207/20081;G06T7/187;G06V2201/06;G06T2207/20081;G06T2207/20076;G06T2207/10004;G06V10/82;G06V10/25;G06N7/01;G06N3/08;G06N3/047;G06N3/045;G06N3/044;G06N20/00;G06F30/27;G06F17/18;G06T7/187;G06T5/70;G06T5/60;G06T2207/30148;G01N2021/8887;G06T7/11;G06T7/0004;G01N21/9501;G06N3/044;G06N3/045;G06N7/01;G06N3/047;G06V2201/06;G06V10/82;G06V10/25;G06T2207/30148;G06T2207/20081;G06T7/187;G06T5/70;G06N3/045;G06T2207/30148;G06T2207/20081;G06T2207/20076;G06T2207/10004;G06N3/08;G06T7/12;G06T7/11;G06T7/143;G06T7/11;G01N21/8851;G06T7/11;G06T7/0004;H10P74/203
Applied Materials,70052285,US-10929586-B2,20200409,APPLIED MATERIALS INC,Predictive spatial digital design of experiment for advanced semiconductor process optimization and control,US,G06N5/01;G06N7/01;G06N3/045;G06N3/0464;G06F30/39;G06N20/00;G06N3/08;G06N5/04;G06N20/00;G06N5/04;G06N3/006;G06F30/333;G06N5/04;G06F30/333;G06F30/39;G06N20/00
Applied Materials,67617246,US-11199506-B2,20190822,APPLIED MATERIALS ISRAEL LTD,Generating a training set usable for examination of a semiconductor specimen,US,H10P74/203;H10P74/23;G01N21/8851;G06N3/0464;G06N3/09;G01N21/956;G06T2207/10061;G06T2207/30148;G06T7/11;G01N21/8851;G06T2207/20084;G01N2021/8887;G06T2207/20081;G06T2207/10004;G06T2207/30148;G06T2207/20081;G06T7/001;G06T2207/20081;G06T7/0008;G01N2021/8883;G06T7/0004;G06T7/33;G06T2207/30148;G06T7/0004;G01N2021/8887;G01N21/956;G06N3/08;G06T2207/10061;G06T7/174;G06F30/20;G06T2207/20084;G06T2207/20081;G06F30/27;G01N21/9501;G06T2207/20084;G01N21/9501;G06N3/08;G01N21/956;G06F30/20;G06T2207/20084;G06T7/0004;G06T7/174;G06T2207/20081;G06T2207/10061;G06T2207/30148;H10P72/0612
Cadence,91953585,US-12045730-B1,20240723,CADENCE DESIGN SYSTEMS INC,"System, method, and computer program product for analog and mix-signal circuit placement",US,G06F30/392;G06N3/126;G06F30/392;G06N3/126;G06F30/392;G06N3/126
Cadence,88878380,US-11829852-B1,20231128,CADENCE DESIGN SYSTEMS INC,"System, method, and computer program product for predicting pin placement in an electronic design",US,H10W72/50;G06N20/00;G06F18/214;G06F30/33;H01L24/42;H01L2924/14;G06N20/00;G06F30/33;G06F18/214;G06F30/33;G06F30/392;G06F30/27;G06F30/394;G06F30/398;G06N3/048;G06N3/09
Cadence,88534444,US-11803760-B1,20231031,CADENCE DESIGN SYSTEMS INC,Method and systems for combining neural networks with genetic optimization in the context of electronic component placement,US,G06N3/086;G06F30/394;G06N3/04;G06F2111/20;G06N3/086;G06N3/04;G06F30/394;G06F2111/20;G06F30/394;G06N3/126;G06N3/04
Cadence,86242445,US-11645441-B1,20230509,CADENCE DESIGN SYSTEMS INC,Machine-learning based clustering for clock tree synthesis,US,G06F30/398;G06F30/396;G06F30/392;G06F30/27;G06N20/00;G06F1/06;G06F30/3312;G06F30/3312;G06N20/00;G06F1/06;G06N3/08;G06N20/10;G06N20/20;G06N5/01;G06N7/01
Cadence,85775759,US-11620548-B1,20230404,CADENCE DESIGN SYSTEMS INC,"System, method, and computer program product for predicting parasitics in an electronic design",US,G06F2119/10;G06F30/398;G06F30/3308;G06F30/27;G06F30/3308;G06N5/01;G06N20/20;G06F30/27;G06N5/04;G06F30/27;G06N5/04;G06F30/3308;G06N20/20;G06N5/003;G06V30/422;G06V10/82;G06N5/01;G06N20/20;G06N3/04;G06N3/126
Cadence,84693113,US-11544574-B1,20230103,CADENCE DESIGN SYSTEMS INC,"System, method, and computer program product for analog structure prediction associated with an electronic design",US,G06F30/398;G06N5/01;G06N20/00;G06N5/003;G06F30/398;G06N20/00;G06N20/20;G06N3/126;G06F30/392;G06F30/27;G06F30/398
Cadence,82803066,US-11416660-B1,20220816,CADENCE DESIGN SYSTEMS INC,Automatic placement of analog design components with virtual grouping,US,G06F30/392;G06F30/373;G06N3/126;G06F30/3308;G06N3/126;G06F30/31;G06F30/392;G06N3/126;G06F30/31;G06F30/392;G06F30/3308
Cadence,82323771,US-11386322-B1,20220712,CADENCE DESIGN SYSTEMS INC,"System, method, and computer-program product for routing in an electronic design using deep learning",US,G06F30/394;G06F30/27;G06F30/27;G06N3/09;G06N3/0499;G06N3/08;G06F30/00;G06N3/08;G06F30/00
Cadence,82261489,US-11379753-B1,20220705,CADENCE DESIGN SYSTEMS INC,Systems and methods for command interpretation in an electronic design automation environment,US,G06N7/01;G06N20/00;G06F30/30;G06F16/951;G06N20/00;G06N20/00;G06F16/951
Cadence,81756550,US-11348000-B1,20220531,CADENCE DESIGN SYSTEMS INC,"System, method, and computer-program product for routing in an electronic design using deep learning",US,G06N5/01;G06N3/098;G06N3/09;G06N3/0464;G06N3/08;G06F30/00;G06N3/08;G06F30/00;G06F30/3947;G06F30/27
Cadence,80683430,US-11275882-B1,20220315,CADENCE DESIGN SYSTEMS INC,"System, method, and computer program product for group and isolation prediction using machine learning and applications in analog placement and sizing",US,G06N20/20;G06F18/24323;G06N5/01;G06N20/00;G06F30/398;G06N20/00;G06K9/6282;G06F30/398;G06F30/373;G06F30/392;G06F30/27
Cadence,80215600,US-11244099-B1,20220208,CADENCE DESIGN SYSTEMS INC,Machine-learning based prediction method for iterative clustering during clock tree synthesis,US,G06F30/396;G06F30/27;G06N20/00;G06N20/00;G06F30/396;G06F30/392;G06N5/04;G06F30/3312;G06F30/398;G06N5/04;G06N20/00;G06F30/398;G06F30/3312;G06F30/392;G06F30/396
Cadence,79293841,US-11227087-B1,20220118,CADENCE DESIGN SYSTEMS INC,"System, method, and computer program product for distributed learning in an electronic design",US,G06F18/2148;G06N20/00;G06F30/33;G06F30/23;G06F30/394;G06F30/392;H04L67/34;G06F30/398;H04L63/0428;G06Q10/103;H04L63/0428;G06F30/33;G06F30/398;H04L67/34;G06Q10/103;G06N20/00;G06F30/392;G06F2111/02;G06F30/394;G06K9/6257;H04L67/34;G06Q10/103;G06F2111/02;G06N20/00;G06F30/398;G06F30/392;G06F30/33;H04L63/0428;G06F30/394
Cadence,77179338,US-11087060-B1,20210810,CADENCE DESIGN SYSTEMS INC,"System, method, and computer program product for the integration of machine learning predictors in an automatic placement associated with an electronic design",US,G06N5/01;G06N7/01;G06N3/126;G06N20/20;G06F30/39;G06F30/27;G06F30/39;G06N20/00;G06N20/00;G06F30/39
Cadence,76548425,US-11048852-B1,20210629,CADENCE DESIGN SYSTEMS INC,"System, method and computer program product for automatic generation of sizing constraints by reusing existing electronic designs",US,G06N5/01;G06N20/20;G06N3/126;G06F2119/20;G06F30/398;G06F30/38;G06F30/373;G06F30/337;G06F30/27;G06F30/337;G06F30/373;G06F30/20;G06F30/27;G06F30/398;G06N20/00;G06F30/27;G06F30/337;G06N20/00;G06F30/373;G06F30/20;G06F30/398
Cadence,74870172,US-10949596-B1,20210316,CADENCE DESIGN SYSTEMS INC,"System, method, and computer program product for simultaneous routing and placement in an electronic circuit design",US,G06N3/126;G06F7/24;G06F2111/10;G06F2111/02;G06F30/394;G06F30/392;G06F30/31;G06F30/20;G06F2111/02;G06F30/392;G06F30/31;G06N3/126;G06F30/394;G06F7/22;G06N3/126;G06F2111/02;G06F30/31;G06F30/392;G06F30/394;G06F7/22
Cadence,72046094,US-10747936-B1,20200818,CADENCE DESIGN SYSTEMS INC,"System, method, and computer program product for genetic routing in an electronic circuit design",US,G06F2111/06;G06F30/394;G06N3/126;G06F30/394;G06N3/126;G06F30/394;G06N3/126
Cadence,71124988,US-10699051-B1,20200630,CADENCE DESIGN SYSTEMS INC,Method and system for performing cross-validation for model-based layout recommendations,US,G06N20/20;G06F30/392;G06F30/392;G06F2111/04;G06N20/00;G06F2111/20;G06N5/04;G06F2111/04;G06F2111/20;G06N5/04;G06N20/00;G06F30/392
Cadence,70284889,US-10628546-B1,20200421,CADENCE DESIGN SYSTEMS INC,Method and system for automatically extracting layout design patterns for custom layout design reuse through interactive recommendations,US,G06N5/04;G06N20/00;G06F2119/18;G06F30/392;G06N5/04;G06F2217/12;G06N20/00;G06F17/5072;G06N5/01;G06N7/01;G06N3/09;G06F30/27;G06F30/392;G06N20/20;G06N3/08
Google,62528896,EP-3920071-B1,20230419,GOOGLE LLC,Doppelbasis einer ebenen welle für die quantensimulation,EP,G06N10/20;G06N10/60;G06N10/60;G06N10/20;G06N10/00;G06N10/60;G06N10/20;G06F30/20;G06E3/005;G06F17/18;G06F17/141;H04L9/0852;G06F2111/10;G06F30/20
Google,76375612,CN-115315703-A,20211028,GOOGLE INC,Generating an integrated circuit layout using a neural network,CN,G06F30/398;G06F30/27;G06F30/392;G06F30/398;G06F30/392;G06N3/08;G06F30/27;G06F30/398;G06F30/392;G06N3/08;G06F30/392;G06F30/27;G06N3/0455;G06N3/09;G06N3/092;G06N3/098;G06N3/0442;G06N3/0464;G06N3/092;G06N3/09
Google,69137982,US-11100266-B2,20200604,GOOGLE LLC,Generating integrated circuit floorplans using neural networks,US,G06N3/042;G06N3/048;G06N3/045;G06N3/044;G06N3/092;G06N3/045;G06N3/0464;G06N3/092;G06N3/0442;G06N3/098;G06F2111/10;G06N3/092;G06N3/0464;G06F30/394;G06F30/27;G06F30/392;G06N3/092;G06N3/0464;G06F2111/10;G06F30/394;G06F30/392;G06F30/27;G06N3/08;G06F2111/10;G06F2111/10;G06N3/006;G06F30/27;G06F30/27;G06F30/394;G06F30/392;G06F30/394;G06N5/022;G06N5/022;G06F30/27;G06F30/392;G06N3/006;G06N3/08;G06F30/392;G06F30/27;G06F30/392;G06N3/045
Huawei,83671236,US-2025148186-A1,20250508,HUAWEI TECH CO LTD,"Method and apparatus for determining root-cause defect, and storage medium",US,G06N3/0455;G06F2111/08;G06F2111/08;G06F2119/18;G06F2119/02;G06F30/398;G06F30/27;G06N3/04;G06N3/047;G06N3/08;G06F2111/08;G06N3/02;G06F30/398;G06N3/045;G06F30/398;G06F2111/08;G06N3/0455;G06F30/398
Huawei,94527779,WO-2025030812-A1,20250213,HUAWEI TECH CO LTD,"Chip layout and training method, electronic device, storage medium, and chip system",WO,G06F2115/02;G06N3/042;G06F30/27;G06F30/392;G06F30/392;G06N3/042;G06F30/27;G06F2115/02
Huawei,88198694,WO-2023184392-A1,20231005,HUAWEI TECH CO LTD,Method and apparatus for determining arrangement of units connected with bumps,WO,H10W72/00;H10W74/01;G06F30/39;G06N20/00
Huawei,84229424,US-11675951-B2,20230613,HUAWEI TECH CO LTD,Methods and systems for congestion prediction in logic synthesis using graph neural networks,US,G06F30/3947;G06F18/29;G06F30/392;G06F30/398;G06F18/2163;G06F30/392;G06N3/08;G06F30/398;G06N3/09;G06N3/08;G06F18/213;G06F18/2163;G06F30/398;G06F30/392;G06F18/29
Huawei,82806453,CN-114925651-A,20220819,HUAWEI TECH CO LTD,Circuit routing determination method and related equipment,CN,G06N5/01;G06F2111/04;G06F30/398;G06N20/00;G06F2115/12;G06N3/04;G06F30/394;G06N20/00;G06N5/01;G06N3/04;G06F30/394;G06F2111/04;G06F30/27;G06F2115/12;G06F30/398;G06F2115/12;G06F30/394;G06F30/398;G06F2111/04;G06F30/27
Huawei,82714282,CN-114902156-A,20220812,HUAWEI DIGITAL ENERGY TECH CO LTD,Configuration method of power semiconductor module heat dissipation system and electronic equipment,CN,H10W40/22;H10W40/22;G06N3/126;G06F1/20;G06N3/12;G06F30/20;G06F1/20
IBM,70613786,EP-4014175-B1,20251112,IBM,Rauschklassifizierung durch die ausgabe von zufallsquantenschaltungen,EP,G06N10/70;G06N10/20;G06F17/18;G06F30/20;G06N10/70;G06N10/20;G06F30/3308;G06F30/3308
IBM,94482133,US-2025053698-A1,20250213,IBM,Optimal qubit routing using double stochastic matrices,US,G06N10/20;G06N10/40;G06F30/20;G06N10/40;G06F30/20;G06N10/40;G06F30/20
IBM,88194436,DE-112023000842-T5,20241121,IBM,Vorhersagen der fluidströmung in porösen medien unter verwendung neuronaler netze,DE,G06F30/27;G06N3/08;G06F2113/08;G06N3/0464;G06N3/09;G06F2111/10;G06F30/28;G06F30/28;G06F30/27
IBM,90880425,EP-4702492-A1,20241031,IBM,Vorhersage optimaler parameter für die synthese eines physikalischen designs,EP,G06N3/0895;G06F30/327;G06N3/047;G06N3/0475;G06N3/084;G06N3/09;G06N3/0455;G06N3/088;G06N3/0455;G06F30/27
IBM,84488484,US-2023169252-A1,20230601,IBM,Quantum logic circuit qubit layouts,US,G06N10/40;G06N10/20;G06F30/392;G06N10/20;G06F30/392
IBM,85153381,US-2023039397-A1,20230209,IBM,Using artificial intelligence to optimize seam placement on 3d models,US,G06V20/653;G06T19/00;G06F30/10;G06F30/12;G06F2113/12;G06N20/00;G06F30/10;G06N20/00;G06F30/10;G06N20/00
IBM,84786101,US-2023004701-A1,20230105,IBM,"Integrated circuit development using machine learning-based prediction of power, performance, and area",US,G06N20/20;G06F30/367;G06N20/20;G06F30/367;G06N20/20;G06F2119/20;G06F30/27;G06F30/32
IBM,84818219,US-2024135083-A1,20221130,IBM,Reinforcement learning based correction of timing failures,US,G06F30/3312;G06F30/337;G06F2119/12;G06F30/33;G06F30/27;G06F30/398;G06F30/398;G06N3/04;G06N3/092;G06F2119/12;G06F30/27;G06F30/398;G06F30/33;G06F30/337;G06F2119/12;G06N3/092;G06N3/04
IBM,78595116,DE-102021123287-A1,20220428,IBM,Horizontale und vertikale konsistenzprüfungen zur validierung neuromorpher hardware,DE,G06N3/045;G06N3/048;G06N3/0499;G06N3/0464;G06N3/04;G06F30/3308;G06N3/063;G06N3/063;G06N3/08;G06F30/3308;G06N3/063;G06F16/9024;G06N3/08;G06F16/2379;G06F30/27;G06F30/38
IBM,80740459,US-2022092234-A1,20220324,IBM,Detection of defects within physical infrastructure by leveraging ai,US,G06F30/27;G06F30/28;B08B9/027;G06F30/18;G06N20/00;G06F30/20;G06F30/18;G06N5/02;G06F30/20;G06F30/18;G06N5/02;G06F30/28;G06F30/27;G06F30/25;G06F2119/22;G06F2111/00
IBM,78825490,US-2023186128-A1,20211214,IBM,Synthesis of a quantum circuit,US,G06F30/327;G06F30/392;G06F30/28;G06F2119/02;G06F2111/02;G06N10/20;G06N10/00;G06F2111/02;G06F30/327;G06F30/392;G06N10/20;G06N10/20
IBM,73051978,US-10831976-B1,20201110,IBM,Predicting local layout effects in circuit design patterns,US,G06N3/088;G06F30/398;G06N3/045;G06F18/2433;G06F18/23213;G06N3/045;G06N3/088;G06F18/23213;G06N3/0464;G06N3/09;G06N3/0455;G06N20/00;G06F30/398;G06N20/00;G06K9/6223;G06F30/398;G06N20/00;G06N3/088;G06N3/0454
IBM,70861447,WO-2020244903-A1,20201006,IBM UK,Bump connection placement in quantum devices in a flip chip configuration,WO,H10W90/722;H10W90/701;H10W72/90;H10W72/20;H10W70/65;H10W90/722;H10W72/248;H10W70/65;H10W72/20;H10W72/248;H10W70/65;H10W90/701;G06N10/40;G06N10/40;G06F30/39;G06F30/398;G06N10/40;G06F30/398;G06F30/392;G06F2113/18;G06F2115/12;B82Y10/00;G06F2111/12;G06F30/327;G06F30/392;G06F30/30;G06F30/30;G06F30/394;G06F2113/18;G06F30/3308;G06F30/337;G06F2111/14;G06F30/394;G06F2115/12;G06F30/392;Y10S977/839;G06F30/39;G06F2111/14;Y10S977/72
IBM,72241662,US-10762166-B1,20200901,IBM,Adaptive accelerated yield analysis,US,G06N7/01;G06N5/01;G06F2119/22;G06F30/27;G06N20/10;G06N3/088;G06F17/18;G06N5/04;G06N20/00;G06F30/367;G06N5/04;G06N20/00;G06F30/367;G06F17/18
