matched_company,family_id,publication_number,earliest_date,assignee,title,country_code,cpc_codes
Synopsys,81756564,US-11348017-B1,20220531,SYNOPSYS INC,"Machine learning method and framework for optimizing setups for accurate, speedy and robust TCAD simulations",US,G06N5/01;G06N3/08;G06N3/0499;G06N3/09;G06F30/27;G06N3/08;G06N20/20;G06F2111/02;G06N20/00;G06F30/30;G06N5/04;G06F2111/10;G06F2111/10;G06F2111/02;G06N20/00;G06N5/04;G06F30/30
Synopsys,81379014,US-2022138496-A1,20220505,SYNOPSYS INC,Power estimation using input vectors and deep recurrent neural networks,US,G06F18/28;G06F18/214;G06F18/24137;G06N3/044;G06N3/045;G06F18/24137;G06N3/047;G06N3/045;G06F30/337;G06F30/33;G06N3/08;G06F30/30;G06F30/27;G06N3/02;G06F2119/06;G06N3/09;G06N3/0475;G06N3/091;G06N3/0442;G06N3/0455;G06N3/08;G06F30/337;G06N3/0454;G06K9/6255;G06K9/6256;G06F30/337;G06F30/33;G06F2119/06;G06F30/27
Synopsys,75426687,US-2021287120-A1,20210916,SYNOPSYS INC,Machine learning-based prediction of metrics at early-stage circuit design,US,G06N5/01;G06N20/00;G06N5/04;G06F2119/06;G06F2111/04;G06F30/398;G06F2119/06;G06F30/398;G06F2111/04;G06N20/00;G06N20/00;G06F2119/06;G06N5/04;G06F30/398;G06F2111/04;G06F30/398;G06N5/04;G06F2119/06;G06N20/00;G06N5/01
Synopsys,77463604,US-2021271994-A1,20210902,SYNOPSYS INC,Fast Effective Resistance Estimation using Machine Learning Regression Algorithms,US,G06N20/10;G06N20/00;G06N7/00;G06F30/39;G06F30/373;G06F2119/06;G06F30/36;G06F18/23213;G05B2219/45028;G06N20/10;G06F30/373;G06F30/36;G06F2119/06;G06N20/00;G06F30/36;G06N7/00
Synopsys,77389866,US-11620427-B1,20210824,SYNOPSYS INC,Pattern based die connector assignment using machine learning image recognition,US,G06N3/09;G06N3/096;G06N3/0464;G06V10/82;G06F30/27;G06V30/19173;G06N3/08;G06F30/27;G06V30/242;G06V2201/06;G06F30/392;G06F30/392;G06V30/19173;G06N3/08;G06V10/82;G06N3/045;G06F30/31;G06F30/392;G06F30/27;G06V30/242;G06N3/08
Synopsys,76442003,US-11042806-B1,20210622,SYNOPSYS INC,Deep learning for fixability prediction of power/ground via DRC violations,US,G06N3/045;G06N3/09;G06N3/0464;G06N3/08;G06F30/398;G06F30/398;G06N20/00;G06N5/04;G06N20/00;G06F30/398;G06N5/04
Synopsys,73943339,US-2021181620-A1,20210617,SYNOPSYS INC,Inverse lithography and machine learning for mask synthesis,US,G06N3/045;G06N5/01;G06N3/0464;G06N3/09;G06N3/098;G06N3/0455;G06N20/10;G06N3/08;G03F7/705;G03F7/70441;G03F1/70;G03F1/36;G03F7/70441;G03F1/36;G06F30/398;G06F30/33;G03F1/36;G03F1/76;G06N3/08;G06N3/08;G03F7/705;G03F1/70;G06F30/39;G03F1/70;G03F1/36;G06F30/33;G03F1/70;G03F1/76;G06N3/08;G06F30/39;G06N3/045
Synopsys,74679862,US-2021064977-A1,20210304,SYNOPSYS INC,Neural network based mask synthesis for integrated circuits,US,G06N3/045;G06N3/045;G06N3/09;G06N3/0499;G06F30/394;G06F30/398;G06N3/084;G06N3/063;G06F30/398;G06F30/394;G06F30/392;G03F7/70441;G03F1/70;G03F1/36;G06N3/084;G06N3/063;G06F2119/02;G06F30/392;G06F30/27;G03F7/70441;G03F1/70;G03F1/36;G06N3/084;G06N3/045;G03F1/36;G06F30/27;G03F1/70;G06F2119/02;G06F30/392;G06N3/08;G03F7/70441;G06F30/30;G06N3/04;G06N3/063;G06N3/04;G06N3/063;G06F30/392;G06F2119/02;G06N3/08
Synopsys,72088410,US-2021048741-A1,20210218,SYNOPSYS INC,Applying reticle enhancement technique recipes based on failure modes predicted by an artificial neural network,US,G06N3/045;G06N3/09;G06N3/0499;Y02P90/02;G06F30/367;G06N20/00;G06N3/084;G06F2119/18;G06F2119/02;G06F30/398;G06F30/27;G03F7/705;G03F7/70441;G06N20/00;G03F1/70;G03F7/70441;G06F30/398;G03F7/705;G06F30/27;G06N3/084;G06N3/08;G06F2119/18;G06F30/27;G06F30/398;G03F1/36;G06F2119/02;G06F2119/18;G06F2119/02;G03F1/36;G06N3/08;G06F30/398
Synopsys,73746877,US-10867091-B1,20201215,SYNOPSYS INC,Machine learning based power optimization using parallel training and localized data generation,US,G06F30/331;G06F30/3308;G06F30/27;G06F2119/06;G06N20/00;G06N20/00;G06F30/327;G06F30/373;G06F30/33;G06F30/398;G06F2119/06;G06F30/337;G06F30/27;G06F30/33;G06N20/00;G06F30/373;G06F30/27;G06F30/398;G06F2119/06;G06F30/337;G06F30/327
Synopsys,73456874,US-11663485-B2,20201126,SYNOPSYS INC,Classification of patterns in an electronic circuit layout using machine learning based encoding,US,G06N3/0464;G06N3/098;G06N3/0455;G06N20/00;G06F30/32;G06N3/088;G06N3/084;G06N3/084;G06N3/088;G06N3/084;G06N3/045;G06N3/0455;G06N3/084
Synopsys,73462197,US-10846453-B1,20201124,SYNOPSYS INC,Generating interrelated path groups by using machine learning,US,G06N20/00;G06F30/394;G06F30/27;G06F2119/12;G06F2119/12;G06F17/16;G06F30/394;G06N20/00;G06F30/394;G06F2119/12;G06F17/16;G06N20/00
Synopsys,67298693,CN-111902819-A,20201106,SYNOPSYS INC,Machine learning circuit optimization using quantized prediction functions,CN,G06N5/01;G06F30/337;G06F30/27;G06N20/00;G06F30/327;G06F2119/12;G06N20/00;G06F2119/06;G06F30/398;G06F2119/12;G06F30/398;G06F30/3312;G06F2119/06;G06F30/327
Synopsys,72140829,US-10755026-B1,20200825,SYNOPSYS INC,Circuit design including design rule violation correction utilizing patches based on deep reinforcement learning,US,G06N3/044;G06N3/045;G06N3/048;G06N3/0442;G06N3/092;G06N3/0464;G06F30/398;G06F30/27;G06N3/082;G06N3/006;G06N20/20;G06F30/398;G06F30/327;G06F30/327;G06F30/398;G06N20/20
TSMC,91108720,TW-I880196-B,20240808,TAIWAN SEMICONDUCTOR MFG CO LTD,"Method of executing design flow with machine learning technique, non-transitory machine-readable medium and systemt for manufacturing semiconductor device",TW,G06N3/08;G06F30/27;G06N20/00;G06F30/3323;G06F30/398;G06F30/3323;G06N3/08;G06F30/394
TSMC,69781232,US-12050853-B2,20221103,TAIWAN SEMICONDUCTOR MFG CO LTD,Integrated circuit design using fuzzy machine learning,US,G06N7/023;G06F30/327;G06F30/394;G06F30/392;G06F30/27;G06F30/398;G06F30/392;G06N7/023;G06F30/394;G06F30/392;G06F30/327;G06F30/398
TSMC,81896946,US-2025123572-A1,20220825,TAIWAN SEMICONDUCTOR MFG CO LTD,Machine learning on overlay management,US,H10P72/0606;G06F30/398;G06F30/27;G03F7/706837;G06N20/00;G03F7/70633;G06F18/24323;G06V10/764;G06N5/01;G06N20/00;G03F7/70525;G03F7/705;G05B2219/45028;G05B2219/32335;G05B2219/45031;G05B13/027;G03F7/70633;G03F7/706841;G03F7/70633;G06N20/00;G06F30/398;G06F30/27;G03F7/706837;G03F7/70633;G03F7/706841
TSMC,74869581,US-2021081509-A1,20210318,TAIWAN SEMICONDUCTOR MFG CO LTD,Integrated circuit layout validation using machine learning,US,G06N3/0464;G06N3/09;G06T2207/30148;G06F2119/18;G06F30/27;G06N3/08;G06F30/27;G06F30/398;G06T2207/20084;G06T2207/10061;G06T7/001;G06T2207/30148;G06F30/398;G06T7/0004;G06N20/00;G06T2207/10061;G06N20/00;G06T2207/10061;G06T7/0004;G06F17/5081;G06N20/00
TSMC,74869632,US-2021350063-A1,20210318,TAIWAN SEMICONDUCTOR MFG CO LTD,"Pre-characterization mixed-signal design, placement, and routing using machine learning",US,G06F18/214;G06N20/00;G06F30/394;G06F30/392;G06F30/10;G06F30/20;G06F30/392;G06F30/373;G06F30/27;G06N20/00;G06N20/00;G06F2111/04;G06F30/398;G06F30/20;G06F2111/04;G06N20/00;G06F30/398
TSMC,73457161,US-10867098-B1,20201126,TSMC NANJING COMPANY LTD,System and method for ESL modeling of machine learning,US,G06N3/044;G06N3/045;G06N3/0499;G06N3/09;G06N3/0495;G06F15/7807;G06N3/105;G06N3/084;G06F15/7896;G06F15/7867;G06F30/392;G06F30/33;G06F30/27;G06N20/00;G06F30/39;G06N20/00;G06F30/39
TSMC,69947559,US-11392748-B2,20200402,TAIWAN SEMICONDUCTOR MFG CO LTD,Integrated circuit design using fuzzy machine learning,US,G06N7/023;G06F30/392;G06F30/394;G06N7/023;G06F30/392;G06F30/398;G06F30/398;G06N7/023;G06F30/394;G06F30/327;G06F30/327;G06F30/398;G06F30/392;G06F30/327;G06F30/394;G06N7/023
