matched_company,family_id,publication_number,earliest_date,assignee,title,country_code,cpc_codes
Synopsys,74679862,US-12293279-B2,20210304,SYNOPSYS INC,Neural network based mask synthesis for integrated circuits,US,G06N3/09;G06N3/0499;G06N3/08;G06F30/392;G06F2119/02;G06N3/04;G06F30/394;G06F30/398;G06N3/045;G06F2119/02;G06N3/063;G06N3/084;G03F7/70441;G03F1/70;G03F1/36;G06F30/392;G06N3/045;G06N3/084;G06F30/30;G06F30/27;G03F7/70441;G03F1/70;G06N3/045;G06F30/398;G06F30/394;G06F30/392;G06N3/084;G06N3/063;G03F7/70441;G03F1/70;G06N3/063;G06F30/27;G03F1/36;G03F1/36;G06F2119/02;G06N3/08;G06N3/04;G06F30/392;G06N3/063
Synopsys,72290058,US-10769347-B1,20200908,SYNOPSYS INC,Predicting no-defect-found physical failure analysis results using Bayesian inference and generalized linear models,US,G06N7/01;G06N3/063;G06N20/00;G06F2119/02;G06F2111/08;G06F30/398;G06F30/333;G06F30/27;G06F30/398;G06F2111/20;G06F30/27;G06N20/00;G06N20/00;G06F30/27;G06F30/398;G06F2111/20
Synopsys,62147116,US-2018144071-A1,20180524,SYNOPSYS INC,RTL Verification Using Computational Complexity-Based Property Ranking and Scheduling,US,G06F30/3323;G06N20/00;G06F30/3323;G06F17/504;G06N99/005;G06N20/00
TSMC,91108720,CN-118070743-A,20240524,TAIWAN SEMICONDUCTOR MFG CO LTD,"Method for executing design flow, storage medium and system for manufacturing semiconductor component",CN,G06F30/398;G06F30/394;G06F30/27;G06N20/00;G06F30/3323;G06N3/08;G06N3/08;G06F30/3323
TSMC,81896946,US-2022269184-A1,20220825,TAIWAN SEMICONDUCTOR MFG CO LTD,Machine learning on overlay management,US,G06F18/24323;G06V10/764;G06N5/01;G05B2219/32335;G03F7/705;G06N20/00;G03F7/70633;G05B2219/45031;G05B2219/45028;H01L21/67259;G03F7/70633;G05B13/027;G03F7/70525;G06N20/00;G06K9/6276;G03F7/70633;G06N20/00;G03F7/706837;G03F7/706841;G03F7/70633;G06F30/27;G06F30/398
TSMC,76969463,US-12190036-B2,20210729,TAIWAN SEMICONDUCTOR MFG CO LTD,Method and system for semiconductor wafer defect review,US,G06N3/0464;G06N3/09;G06T7/001;G06T2207/20081;G06T2207/30148;G06T7/70;G06T2207/10061;G06N5/04;G06N20/00;G06N3/045;G06N3/08;G06T2207/20084;G06T2207/10061;G06T2207/30148;G06T2207/20081;G06F18/214;G06N3/045;G06V10/25;G06T2207/30148;G06F30/392;G06F30/367;G06T7/001;G06T7/0002;G06T2207/30148;G06T2207/20081;G06T2207/10061;G06T7/70;G06T7/001;G06N20/00;G06N5/04;G06F30/367
TSMC,75445545,US-2021117603-A1,20210420,TAIWAN SEMICONDUCTOR MFG CO LTD,Layout context-based cell timing characterization,US,G06N3/065;G06N3/0442;G06N3/0464;G06N3/0455;G06N20/00;G06N3/08;G06N3/063;G06F2119/12;G06F30/398;G06N3/08;G06F30/398;G06F30/373;G06F30/392;G06F30/373;G06F30/392;G06N3/0635;G06F30/398;G06N3/08
TSMC,75163569,US-12242788-B2,20210401,TAIWAN SEMICONDUCTOR MFG CO LTD,Method and system for generating layout design of integrated circuit,US,G06N3/0464;G06N3/09;G06F30/396;G06N3/08;G06F30/27;G06N20/10;G06F30/3953;G06F30/398;G06N3/045;G06N20/00;G06N3/08;G06F30/396;G06F30/27;G06F30/398;G06F30/392;G06F30/392;G06N20/10;G06N3/08;G06F30/398;G06F30/396;G06F30/3953;G06F30/27;G06F30/392
TSMC,74869632,US-2021350063-A1,20210318,TAIWAN SEMICONDUCTOR MFG CO LTD,"Pre-characterization mixed-signal design, placement, and routing using machine learning",US,G06F18/214;G06N20/00;G06F30/394;G06F30/392;G06F30/10;G06F30/20;G06F30/392;G06F30/373;G06F30/27;G06N20/00;G06N20/00;G06F2111/04;G06F30/398;G06F30/20;G06F2111/04;G06N20/00;G06F30/398
TSMC,70325198,US-11079672-B2,20200430,TAIWAN SEMICONDUCTOR MFG CO LTD,Method and system for layout enhancement based on inter-cell correlation,US,G06N20/00;G03F1/22;G03F7/2004;G03F1/36;G03F1/36;G06F30/392;G03F1/70;G06N20/00;G06F30/392;G03F1/22;G03F1/70;G03F7/2004;G06N20/00;G03F1/36
TSMC,69781232,US-12050853-B2,20200402,TAIWAN SEMICONDUCTOR MFG CO LTD,Integrated circuit design using fuzzy machine learning,US,G06N7/023;G06F30/327;G06F30/394;G06F30/392;G06F30/27;G06F30/398;G06F30/392;G06N7/023;G06F30/394;G06F30/392;G06F30/327;G06F30/398
TSMC,63854517,US-10268795-B2,20181025,TAIWAN SEMICONDUCTOR MFG CO LTD,Method and system for timing optimization with detour prediction,US,G06N3/045;G06N3/045;G06N3/08;G06F30/394;G06F30/398;G06N20/00;G06F30/398;G06N3/08;G06F30/394;G06F17/5081;G06N20/00;G06F17/5077;G06N3/0464;G06N3/09
